Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
M41504,No Aerial,100,100.0578704,100,-37.68018,175.145241
M20515,Aerial Installed - Enabled,100,99.9537037,100,-37.380875,175.29622
M68850,Aerial Installed - Enabled,100,99.97685185,100,-37.37581,175.288646
M54019,No Aerial,100,95.21990741,92.46031746,-37.413925,175.36756
M28626,Aerial Installed - Enabled,100,99.9537037,100,-37.378288,175.298035
M68659,Aerial Installed - Enabled,100,99.97685185,100,-37.378048,175.29967
M62977,Aerial Installed - Enabled,100,99.96527778,100,-37.385623,175.28963
M67295,No Aerial,100,100,100,-37.67588,175.060336
M7296,No Aerial,100,100,100,-37.675025,175.064356
M63872,No Aerial,100,100,100,-37.674958,175.066445
M56290,No Aerial,100,100,100,-37.67521,175.062978
M66477,No Aerial,100,100,100,-37.673915,175.066785
M41829,No Aerial,100,100,100,-37.674561,175.065176
M12227,No Aerial,100,99.98842593,100,-37.78851559,175.170195
M41311,No Aerial,100,100,100,-37.80701921,175.1302263
M57836,No Aerial,100,99.94212963,100,-37.688308,175.166056
M39116,No Aerial,100,100,100,-37.444388,175.080593
M27978,No Aerial,100,100,100,-37.687451,175.167665
M50464,No Aerial,100,100.0115741,100,-37.685771,175.169808
M32714,No Aerial,100,100,100,-37.687298,175.167886
M58621,No Aerial,100,100.0115741,100.0496032,-37.443513,175.08032
M11920,No Aerial,99.65277778,99.98842593,99.95039683,-37.67288168,175.3000281
M49234,No Aerial,100,99.98842593,100,-37.440236,175.137161
M49364,Aerial Installed - Enabled,100,99.90740741,100.0496032,-37.46843,175.143145
M22607,No Aerial,99.65277778,100,100,-37.525093,175.152555
M41120,No Aerial,0,0,0,-37.452558,175.14205
M47276,No Aerial,100,100.0115741,100,-37.442828,175.138903
M2268,No Aerial,98.95833333,99.12037037,99.65277778,-37.6835773,175.1311423
M23939,No Aerial,100,99.62962963,98.36309524,-37.45141,175.14281
M14700,Aerial Installed - Enabled,100,99.71064815,100,-37.672498,175.369089
M44467,No Aerial,100,100.0115741,100,-37.60503933,175.2580687
M45395,No Aerial,100,99.9537037,100,-37.47590236,175.143631
M34157,No Aerial,100,99.98842593,100,-37.671741,175.148588
M52505,No Aerial,100,99.98842593,100,-37.664976,175.149655
M50315,No Aerial,100,99.94212963,100,-37.67155,175.148165
M54508,No Aerial,100,99.14351852,100,-37.672843,175.14668
M59012,No Aerial,100,100.0231481,100,-37.663533,175.149246
M1830,No Aerial,100,100.0231481,100,-37.537206,175.06297
M64603,No Aerial,100,99.98842593,100,-37.402143,175.14736
M51005,No Aerial,100,100,100,-37.400471,175.145602
M65727,No Aerial,100,100,100,-37.571113,175.149683
M36494,No Aerial,100,100,100,-37.40264,175.150462
M61139,No Aerial,100,100,100,-37.40252,175.149568
M13074,No Aerial,100,100.0115741,100.0496032,-37.80345505,175.2410484
M49521,No Aerial,100.3472222,100.0231481,100.0496032,-37.81384843,175.1574425
M20214,No Aerial,100,100,100.0496032,-37.80954706,175.2048785
M6683,No Aerial,100,99.31712963,100,-37.675141,175.136868
M50623,Aerial Installed - Enabled,100,99.94212963,100,-37.39152,175.260219
M1817,No Aerial,100,86.36574074,100,-37.384938,175.240486
M23611,No Aerial,100,99.94212963,100,-37.385533,175.235352
M36491,Aerial Installed - Enabled,100,98.94675926,95.63492063,-37.407152,175.304071
M3817,No Aerial,100,99.98842593,100,-37.49029,175.214763
M64394,No Aerial,100,100.0115741,100,-37.484675,175.220162
M5940,Aerial Installed - Enabled,100,100,100,-37.502716,175.257114
M69221,No Aerial,100.3472222,100.0115741,100.0496032,-37.491288,175.215324
M58707,No Aerial,100,100.0231481,100,-37.502716,175.257114
M22277,No Aerial,100,100.0115741,100.0496032,-37.405424,175.170319
M37325,No Aerial,100,99.39814815,97.42063492,-37.671405,175.138871
M32325,No Aerial,100,99.98842593,100.0496032,-37.405542,175.153196
M6635,No Aerial,100,100,100,-37.404855,175.16888
M47826,No Aerial,99.65277778,100.0115741,100,-37.812533,175.130076
M18383,No Aerial,100,99.98842593,100,-37.403753,175.16726
M20302,Aerial Installed - Enabled,0,0,0,-37.43862,175.085713
M48777,No Aerial,100,100.0115741,100,-37.63560206,175.3686296
M57177,No Aerial,100,99.94212963,100.0496032,-37.344862,175.183331
M5900,No Aerial,100.3472222,100.0231481,100.0992063,-37.603351,175.158605
M55484,No Aerial,100,100.0115741,100,-37.537231,175.063298
M33508,No Aerial,100,99.97685185,100,-37.603065,175.15923
M2222,Aerial Installed - Enabled,100,100.0115741,100.0496032,-37.485346,175.035283
M69551,No Aerial,100,100.0115741,100.0496032,-37.506081,175.020601
M6826,No Aerial,100,99.98842593,100,-37.605981,175.16907
M3878,No Aerial,100,100.0231481,100.0496032,-37.605006,175.165246
M33322,No Aerial,100,99.98842593,100,-37.400625,175.154107
M4728,No Aerial,100,99.96527778,99.95039683,-37.400967,175.154004
M29416,No Aerial,100,100.0231481,100,-37.403828,175.14385
M54581,No Aerial,100,100.0347222,100.0496032,-37.405487,175.148589
M26743,No Aerial,100,100.0347222,100,-37.405046,175.149959
M31128,No Aerial,100,100.0231481,100.0496032,-37.405343,175.138783
M29983,No Aerial,100,100,100,-37.487363,175.243678
M6450,No Aerial,100,100.0347222,100.0496032,-37.489311,175.244781
M18990,Aerial Installed - Enabled,100,100.0115741,100,-37.499736,175.25565
M28621,Aerial Installed - Enabled,0,67.90509259,18.20436508,-37.492279,175.252151
M40835,No Aerial,0,0,0,-37.492793,175.25219
M36811,No Aerial,100,100.0115741,100,-37.6044,175.16408
M48202,No Aerial,100,99.98842593,100,-37.604711,175.162373
M33934,No Aerial,100,100.0231481,100.0496032,-37.604396,175.164003
M37025,No Aerial,100,100,100,-37.604026,175.158263
M50573,No Aerial,100,100.0115741,100,-37.604805,175.16413
M14101,No Aerial,100,100.0115741,100,-37.60442,175.164243
M60491,No Aerial,99.65277778,100,100,-37.411912,175.134333
M27771,No Aerial,100,100.0231481,100,-37.403517,175.18157
M8489,No Aerial,100,99.96527778,100,-37.674956,175.136846
M21837,No Aerial,100,98.05555556,100,-37.670143,175.136957
M62053,No Aerial,100,100.0115741,100,-37.389856,175.167383
M38590,No Aerial,100,100.0115741,100,-37.672869,175.154941
M10753,No Aerial,100,100.0115741,100.0496032,-37.401946,175.147583
M44743,No Aerial,100.3472222,100.0347222,100.0496032,-37.402278,175.150513
M629,No Aerial,100,100,100,-37.400521,175.154168
M19536,No Aerial,100,100.0347222,100,-37.400256,175.157468
M61687,No Aerial,100,99.98842593,100,-37.570358,175.217958
M34570,No Aerial,100,100,100.0496032,-37.570358,175.217958
M23888,No Aerial,100,99.82638889,100,-37.82587232,175.1491721
M40431,No Aerial,100,99.98842593,99.95039683,-37.64760518,175.2169481
M49778,No Aerial,100,100,100,-37.82644605,175.1501387
M19508,No Aerial,100,100.0231481,100.0992063,-37.82184483,175.1575567
M48969,No Aerial,100,100.0231481,100.0496032,-37.806293,175.1421699
M5668,No Aerial,99.65277778,100,100,-37.51230059,175.3196932
M6558,Aerial Installed - Enabled,100,100.0231481,100,-37.860309,174.893186
M31850,No Aerial,100,99.4212963,100.0496032,-37.685298,175.406309
M14657,No Aerial,100,99.91898148,99.70238095,-37.685981,175.424393
M13883,No Aerial,100,100.0115741,99.8015873,-37.685981,175.424393
M58645,No Aerial,100,99.98842593,100,-37.397266,175.129251
M48804,No Aerial,100,99.91898148,99.55357143,-37.572374,175.085145
M20199,No Aerial,90.625,99.7337963,98.75992063,-37.569173,175.13438
M64209,No Aerial,100,99.98842593,100,-37.564441,175.088941
M69814,No Aerial,100,100,100,-37.405524,175.153194
M14916,No Aerial,90.625,99.67592593,98.66071429,-37.571487,175.135165
M57108,No Aerial,100,100,100,-37.403561,175.173342
M37089,No Aerial,100,100.0347222,100.0496032,-37.400163,175.119957
M13518,No Aerial,100,100.0231481,100.0496032,-37.405754,175.12302
M63646,No Aerial,100,100,99.95039683,-37.406248,175.179629
M60565,No Aerial,100.3472222,100.0115741,100.0496032,-37.404531,175.173013
M45638,No Aerial,100,100.0347222,100,-37.403995,175.13991
M57986,No Aerial,100,100,100,-37.40256,175.144401
M66580,No Aerial,100,100,100,-37.402685,175.143935
M45635,No Aerial,100,100.0462963,100,-37.401098,175.144735
M31376,No Aerial,100,99.97685185,99.95039683,-37.404791,175.139391
M49817,No Aerial,100,99.98842593,99.95039683,-37.404813,175.139573
M36913,No Aerial,100,100.0115741,100,-37.40567,175.153425
M46816,No Aerial,100,100.0115741,100.0496032,-37.40149,175.149088
M28177,No Aerial,100,100,100,-37.404553,175.149637
M27039,No Aerial,100,100.0347222,100.0496032,-37.402999,175.145746
M67041,No Aerial,100,100.0231481,100.0496032,-37.399936,175.143886
M57351,No Aerial,100,100.0115741,100,-37.400268,175.155792
M33866,No Aerial,99.65277778,99.67592593,100,-37.412268,175.17141
M55196,No Aerial,100,100.0115741,100,-37.670207,175.137719
M19746,No Aerial,99.65277778,100,99.95039683,-37.404978,175.169885
M1324,No Aerial,100,99.6875,100,-37.412233,175.171248
M52899,No Aerial,100,100.0115741,100,-37.395024,175.190136
M25546,No Aerial,0,79.75694444,42.41071429,-37.672325,175.00534
M20160,Aerial Installed - Enabled,0,80.82175926,49.00793651,-37.670617,175.007463
M32710,No Aerial,0,75.72916667,35.71428571,-37.67396,175.005173
M6739,No Aerial,0,78.02083333,42.01388889,-37.669062,175.008807
M13012,Aerial Installed - Enabled,0,80.33564815,45.43650794,-37.666826,175.008937
M10920,Aerial Installed - Enabled,0,0,0,-37.445325,175.240246
M20812,Aerial Installed - Enabled,100,99.98842593,100.0992063,-37.424966,175.29712
M51378,Aerial Installed - Enabled,100,100.0115741,100,-37.48047,175.153237
M156,No Aerial,100,99.40972222,97.42063492,-37.418441,175.22514
M51744,No Aerial,100,99.38657407,97.37103175,-37.419211,175.227438
M42026,No Aerial,100,100.0115741,100,-37.604026,175.158263
M8784,No Aerial,100,100.0231481,100,-37.604026,175.158263
M17561,Aerial Installed - Enabled,100,98.06712963,95.03968254,-37.530683,175.150985
M38007,No Aerial,100,100.0115741,100,-37.599328,175.15667
M22988,Aerial Installed - Enabled,100,90.13888889,92.60912698,-37.605486,175.156676
M3738,No Aerial,100,100.0115741,100,-37.603755,175.15851
M65017,No Aerial,100,99.9537037,100,-37.425377,175.295976
M59583,No Aerial,100,99.98842593,100,-37.677605,175.156283
M20865,Aerial Installed - Enabled,0,14.07407407,30.60515873,-37.421435,175.301267
M12366,No Aerial,100,100.0231481,100.0496032,-37.603492,175.160992
M60510,No Aerial,100,100,100,-37.603016,175.159236
M42863,No Aerial,100,100.0347222,100.0496032,-37.602866,175.159451
M19667,No Aerial,100,99.98842593,100,-37.605935,175.163676
M68161,No Aerial,100,99.98842593,100,-37.605215,175.168645
M12233,No Aerial,100,100,100,-37.79602,175.236191
M34467,No Aerial,99.65277778,99.97685185,100,-37.79615,175.23505
M37677,No Aerial,100,100.0231481,100.0496032,-37.796203,175.23478
M20553,No Aerial,100,100.0115741,100.0992063,-37.795648,175.236963
M11329,No Aerial,100,100,100,-37.796075,175.235716
M10637,No Aerial,100,100,100,-37.795423,175.23698
M17384,No Aerial,100,100,100,-37.803362,175.236109
M45881,No Aerial,100,100,100,-37.670743,175.148293
M7513,No Aerial,100,100.0347222,100,-37.798901,175.235086
M22736,No Aerial,100,100,100,-37.801348,175.234163
M54170,No Aerial,100,100.0115741,100,-37.801998,175.234845
M32423,No Aerial,100,100,100,-37.799276,175.23507
M48337,No Aerial,100,100.0115741,100,-37.79871,175.2344
M16218,No Aerial,100,100,100,-37.801823,175.23441
M20923,No Aerial,100,100.0115741,100,-37.603016,175.159236
M69188,No Aerial,100,100,100,-37.621652,175.176702
M21160,No Aerial,101.0416667,99.98842593,100.2480159,-37.622118,175.175568
M2182,No Aerial,101.0416667,101.5162037,102.0337302,-37.604396,175.164003
M29769,No Aerial,100,100,99.95039683,-37.605981,175.16907
M58324,Aerial Installed - Enabled,100,98.68055556,100,-37.673584,174.891117
M34260,Aerial Installed - Enabled,100,99.12037037,100,-37.989854,174.890618
M47141,Aerial Installed - Enabled,100,97.46527778,94.19642857,-37.634163,174.876072
M61833,No Aerial,100,99.81481481,100,-37.442717,175.139705
M58553,No Aerial,100,99.98842593,100,-37.800421,175.237621
M43553,No Aerial,100,100,100,-37.798731,175.238123
M27719,No Aerial,100,100,100,-37.798731,175.238123
M19086,No Aerial,100,100,100,-37.801498,175.23818
M69670,No Aerial,100,100,99.95039683,-37.799633,175.238006
M52906,No Aerial,100,100.0115741,100,-37.800476,175.23796
M13314,Aerial Installed - Enabled,0,0,0,-37.964585,174.889083
M45940,No Aerial,100,100,100,-37.400475,175.154446
M68940,No Aerial,100.3472222,100.0115741,100.0496032,-37.558739,175.168997
M52624,No Aerial,100,100.0115741,100,-37.802178,175.2385
M41325,No Aerial,100,100,100,-37.803166,175.239276
M38412,No Aerial,100,99.97685185,100,-37.802656,175.238888
M5184,No Aerial,100,100.0231481,100.0496032,-37.665533,175.194373
M49106,No Aerial,100,100.0347222,100.0496032,-37.61498908,175.187017
M5012,No Aerial,0,0,0,-37.498857,174.989705
M5604,No Aerial,100,100.0231481,100,-37.667473,175.146055
M27482,No Aerial,100,100.0347222,100,-37.667455,175.146291
M41402,No Aerial,100,100,100,-37.678211,175.067551
M729,Aerial Installed - Enabled,100,100.0115741,100,-37.5727,175.135327
M19987,No Aerial,100,100.0115741,100,-37.534769,175.084878
M45506,No Aerial,100,100.0231481,100,-37.610029,175.030687
M34870,No Aerial,100,100.0347222,100,-37.613538,175.02813
M63162,No Aerial,100,100.0115741,100.0496032,-37.609325,175.032039
M57221,No Aerial,100,100,100,-37.526171,175.170692
M7889,No Aerial,99.65277778,98.56481481,99.70238095,-37.726878,174.95613
M14164,No Aerial,100,100.0115741,100.0496032,-37.663668,175.196301
M15925,No Aerial,100,100.0231481,100,-37.68875,175.135616
M19184,No Aerial,97.91666667,98.75,99.25595238,-37.678314,175.068249
M67667,No Aerial,100,100.0231481,100.0496032,-37.690703,175.134883
M22494,No Aerial,100,100.0231481,100.0992063,-37.620324,175.031363
M28083,No Aerial,100,100.0462963,100.1488095,-37.623258,175.032661
M61003,No Aerial,100,100.0115741,100,-37.618219,175.029228
M40622,No Aerial,100,100,100,-37.621854,175.034154
M56858,No Aerial,100,100.0115741,100,-37.622917,175.032642
M31316,Aerial Installed - Enabled,100,100,100,-37.550114,175.138676
M18355,Aerial Installed - Enabled,100,100.0231481,100,-37.621474,175.031618
M40192,Aerial Installed - Enabled,100,100.0347222,100,-37.513333,175.329306
M40183,No Aerial,100,100.0115741,100,-37.673272,175.144505
M61016,No Aerial,100,100.0578704,100.0496032,-37.672855,175.143013
M45798,No Aerial,100,100.0231481,100.0496032,-37.498872,175.286358
M37379,Aerial Installed - Enabled,100,99.38657407,97.32142857,-37.408507,175.236327
M4343,No Aerial,100,100.0231481,100,-37.475838,175.290381
M595,No Aerial,100,100.0115741,100,-37.520691,175.160938
M38248,No Aerial,100,100.0115741,100,-37.545908,175.137758
M7901,No Aerial,100.3472222,100.0347222,100.0496032,-37.559199,175.161236
M39094,No Aerial,100,100.0231481,100.1488095,-37.539311,175.157248
M6797,No Aerial,100,99.97685185,100.0496032,-37.678481,175.155
M39716,No Aerial,99.65277778,99.90740741,99.85119048,-37.431635,175.137258
M40277,No Aerial,0,0,0,-37.427123,175.128748
M789,No Aerial,99.65277778,99.98842593,99.95039683,-37.423488,175.127786
M51585,No Aerial,100,100,100,-37.675244,175.14761
M69845,No Aerial,99.30555556,99.56018519,99.25595238,-37.674121,175.143556
M61485,No Aerial,0,0,0,-37.515123,175.337199
M15111,No Aerial,100,100.0115741,100,-37.403906,175.148456
M35189,No Aerial,98.95833333,99.98842593,99.8015873,-37.70472,175.149241
M40888,No Aerial,99.65277778,99.24768519,99.75198413,-37.411707,175.146447
M65494,No Aerial,100,100,100,-37.410342,175.151886
M38728,No Aerial,100,100.0231481,100.0496032,-37.551701,175.135598
M28544,No Aerial,99.65277778,99.86111111,99.85119048,-37.619851,175.032092
M24524,No Aerial,100.3472222,100.0347222,100.0496032,-37.620292,175.033092
M47898,No Aerial,100,99.9537037,100,-37.541719,175.160712
M19886,No Aerial,100,100,100,-37.605553,175.171608
M12929,No Aerial,100,100,100,-37.668869,175.152741
M55033,No Aerial,100,99.98842593,99.95039683,-37.668937,175.152623
M40254,No Aerial,100,100.0115741,100,-37.55688,175.151301
M56487,No Aerial,99.65277778,100.0115741,99.85119048,-37.561969,175.144357
M14150,No Aerial,100,100,100,-37.562008,175.144296
M7816,No Aerial,100,100.0231481,100,-37.558977,175.151065
M40130,No Aerial,100,100,99.95039683,-37.679703,175.157988
M58486,No Aerial,100,100,99.95039683,-37.679196,175.158491
M39352,No Aerial,100,100.0231481,100.0496032,-37.67901,175.15794
M57402,No Aerial,100,100.0115741,99.95039683,-37.678631,175.158233
M44423,No Aerial,100,99.83796296,99.65277778,-37.679385,175.158058
M21484,No Aerial,100,99.9537037,100,-37.679703,175.157988
M54667,No Aerial,100,99.94212963,100,-37.571766,175.13607
M14659,No Aerial,100,99.98842593,99.95039683,-37.406562,175.133977
M23370,No Aerial,98.95833333,99.60648148,99.20634921,-37.400347,175.148778
M52882,No Aerial,100,99.98842593,100,-37.399061,175.147293
M7592,No Aerial,100,99.83796296,100.297619,-37.398625,175.147705
M30998,No Aerial,100,99.98842593,100.0496032,-37.40036,175.148735
M20571,No Aerial,100,100.0231481,100,-37.399905,175.147676
M34890,No Aerial,100,99.98842593,100,-37.562194,175.149542
M24072,No Aerial,100,99.94212963,99.90079365,-37.62206,175.03253
M38322,No Aerial,100,100,100,-37.539734,175.166987
M1396,No Aerial,100,100.0115741,100,-37.559108,175.171153
M478,No Aerial,100,100.0115741,100,-37.560912,175.143235
M58842,No Aerial,100,100.0347222,100,-37.556798,175.150369
M40063,No Aerial,100,99.97685185,100.0496032,-37.557363,175.146989
M35681,No Aerial,100,100.0231481,100,-37.619781,175.030734
M45143,No Aerial,100,100,100,-37.621735,175.031752
M25280,No Aerial,100,99.98842593,100,-37.622573,175.032221
M22283,No Aerial,100,100,99.95039683,-37.624678,175.175407
M34345,No Aerial,100,100,100,-37.404313,175.14703
M7894,No Aerial,100,99.98842593,100,-37.404157,175.146818
M43684,No Aerial,100,100.0115741,99.95039683,-37.404612,175.146595
M12377,No Aerial,100,100,100,-37.402991,175.154166
M17767,No Aerial,100,100.0115741,100.0496032,-37.403932,175.148334
M28101,No Aerial,100.3472222,99.7337963,100,-37.403305,175.152978
M30925,No Aerial,100,99.97685185,99.95039683,-37.403698,175.154192
M54976,No Aerial,100.3472222,100.0115741,100,-37.402957,175.153701
M32118,No Aerial,100,99.96527778,99.95039683,-37.403473,175.154214
M18040,No Aerial,100.3472222,99.97685185,100.0496032,-37.403801,175.148701
M48521,No Aerial,100,100,99.95039683,-37.402911,175.153741
M45801,No Aerial,100,100.0231481,100.0496032,-37.677321,175.16243
M16016,No Aerial,100.3472222,100.0115741,100.0496032,-37.545715,175.137149
M53796,No Aerial,100,100.0115741,100,-37.564525,175.146476
M34580,No Aerial,100,97.74305556,100.0496032,-37.545805,175.137826
M25810,No Aerial,100,100.0462963,100,-37.564245,175.146084
M9231,No Aerial,100,99.98842593,100,-37.546871,175.170185
M23905,No Aerial,100,99.98842593,100,-37.618512,175.030181
M46030,No Aerial,100,100,100,-37.543459,175.159606
M12998,No Aerial,100,99.97685185,100,-37.54228,175.162881
M30799,No Aerial,100,100,100,-37.538033,175.165636
M7181,No Aerial,100,99.98842593,99.95039683,-37.544591,175.164725
M65899,No Aerial,100,100.0115741,100,-37.545803,175.161968
M64179,No Aerial,100,100.0115741,100,-37.545255,175.163106
M54435,No Aerial,100,100.0462963,100,-37.664148,175.148901
M59771,No Aerial,100,100.0231481,100.0496032,-37.667946,175.145225
M67370,No Aerial,100,100.0115741,100,-37.673465,175.15121
M28056,No Aerial,100,99.97685185,100,-37.673321,175.15292
M35478,No Aerial,100,100.0462963,100,-37.674353,175.148951
M63559,No Aerial,100,100.0578704,100,-37.674278,175.149118
M206,No Aerial,100,100.0115741,100.0496032,-37.674688,175.149217
M54988,No Aerial,100,100.0462963,100.0496032,-37.673626,175.151097
M4042,No Aerial,100,100,100,-37.535041,175.151896
M8218,No Aerial,99.65277778,99.98842593,100,-37.676391,175.163014
M16745,No Aerial,100,100.0115741,99.95039683,-37.672836,175.15821
M37411,No Aerial,100,100,100,-37.672836,175.15821
M32610,No Aerial,100,99.97685185,99.95039683,-37.673549,175.157889
M55761,No Aerial,100,100.0231481,100,-37.672833,175.157481
M40224,No Aerial,100,99.98842593,100,-37.67248,175.157275
M41100,No Aerial,100,99.69907407,100.0496032,-37.674928,175.143708
M17247,No Aerial,100,100,100,-37.664936,175.14164
M63512,No Aerial,100,100.0231481,100.0496032,-37.666598,175.1429
M52456,No Aerial,49.65277778,77.92824074,70.53571429,-37.663533,175.096053
M32585,No Aerial,100,99.97685185,99.95039683,-37.40640667,175.1233133
M54181,No Aerial,100,100,100,-37.826739,175.20023
M58134,No Aerial,100,99.91898148,100,-37.209362,175.289687
M453,No Aerial,100,99.98842593,100,-37.55533,175.160765
M9277,No Aerial,100,100.0115741,100,-37.795653,175.232255
M6834,No Aerial,100,100,100,-37.79495503,175.2315701
M36429,No Aerial,100,100.0115741,100,-37.79532068,175.2319322
M24031,No Aerial,100.3472222,100.0925926,100.2480159,-37.79629448,175.2322311
M38704,No Aerial,100,100.0231481,100.0496032,-37.79607049,175.2321833
M56911,No Aerial,100,100.0115741,100,-37.78821333,175.2310783
M35400,No Aerial,100,100.0115741,100,-37.788195,175.2318533
M38665,No Aerial,97.91666667,98.11342593,97.61904762,-37.79614333,175.22979
M39877,No Aerial,100,100.0347222,100.0992063,-37.79012,175.23129
M4097,No Aerial,100,100,100,-37.79037,175.2308
M44591,No Aerial,100,100.0115741,100,-37.79004333,175.231105
M48331,No Aerial,100,100.0115741,100,-37.79003667,175.231425
M35162,No Aerial,100,100,100,-37.82120667,175.2253567
M2046,No Aerial,85.41666667,90.92592593,88.44246032,-37.78413333,175.24711
M17865,No Aerial,99.30555556,100.0115741,100,-37.78679833,175.2453333
M52138,No Aerial,100,99.98842593,99.90079365,-37.7871315,175.245769
M58539,No Aerial,100.6944444,99.51388889,99.65277778,-37.78439667,175.24762
M18122,No Aerial,100,100.0347222,100.0992063,-37.78858349,175.2450529
M28697,No Aerial,100,100.0115741,100.0496032,-37.78535519,175.2465734
M55150,No Aerial,100.3472222,99.93055556,100,-37.785754,175.24634
M24594,No Aerial,100,100.0231481,100,-37.81833784,175.219399
M35015,No Aerial,100,100,100,-37.67470597,175.1521749
M14627,No Aerial,100.3472222,99.71064815,99.85119048,-37.67955432,175.1511268
M16168,No Aerial,100,100,100,-37.67736897,175.1635773
M54389,No Aerial,100,100.0231481,100,-37.410445,175.151655
M66437,No Aerial,100,100,100,-37.802326,175.237974
M56839,No Aerial,100,100,99.95039683,-37.78506881,175.2455025
M30271,No Aerial,100,99.9537037,100,-37.78471614,175.2442366
M43691,No Aerial,98.26388889,97.38425926,95.13888889,-37.78476895,175.2444164
M45826,No Aerial,98.61111111,99.49074074,98.85912698,-37.78373339,175.2481654
M15954,No Aerial,100,100.0231481,100,-37.7846781,175.2479397
M49934,No Aerial,100,100.0347222,100.0496032,-37.78424939,175.2477781
M51023,No Aerial,100.3472222,100.0462963,100.0496032,-37.78486712,175.2475875
M23898,No Aerial,100,100,100,-37.78474843,175.2471771
M29339,No Aerial,100,100,100,-37.68207695,175.1580137
M33526,No Aerial,100,100.0115741,100,-37.78523565,175.2472474
M26225,No Aerial,100,100.0231481,100,-37.67451384,175.1433209
M45638,No Aerial,99.65277778,99.9537037,99.95039683,-37.40142825,175.15057
M58519,No Aerial,100,100,100,-37.78786894,175.2332587
M6147,No Aerial,100,100.0347222,100.0496032,-37.78759921,175.2321072
M11847,No Aerial,100,100,100,-37.78698055,175.2322573
M14768,No Aerial,100,100,100,-37.78880733,175.2347052
M56091,No Aerial,95.48611111,98.25231481,97.17261905,-37.78720096,175.2324883
M19439,No Aerial,100,100.0231481,100,-37.53662609,175.1641472
M3244,No Aerial,98.95833333,99.4212963,99.30555556,-37.53852676,175.1592769
M35422,No Aerial,97.22222222,99.16666667,98.01587302,-37.78371521,175.2489998
M514,No Aerial,100,100,100,-37.78344769,175.2477356
M40687,No Aerial,100,100,100,-37.7837687,175.2475991
M24204,No Aerial,100,100,100,-37.78350539,175.247797
M45941,No Aerial,100,100,100,-37.79674329,175.2316701
M39479,No Aerial,100,99.97685185,99.90079365,-37.78260135,175.2466467
M42137,No Aerial,98.61111111,99.17824074,98.51190476,-37.78878139,175.2449322
M19251,No Aerial,100,100.0231481,100.0496032,-37.78366556,175.2462248
M20397,No Aerial,100,100.0115741,100,-37.414992,175.152711
M8992,No Aerial,100,100,100,-37.410322,175.152027
M7833,No Aerial,100,99.62962963,99.90079365,-37.795579,175.243052
M43749,No Aerial,100.3472222,100.0115741,100.0496032,-37.54424116,175.1730581
M69617,Aerial Installed - Enabled,83.33333333,94.31712963,87.59920635,-37.666794,174.878027
M67967,Aerial Installed - Enabled,80.20833333,92.63888889,85.96230159,-37.668415,174.874795
M61526,Aerial Installed - Enabled,52.08333333,24.82638889,24.85119048,-37.657536,174.918776
M32702,Aerial Installed - Enabled,71.875,68.66898148,55.05952381,-37.674181,174.863934
M20232,Aerial Installed - Enabled,93.75,94.0162037,89.08730159,-37.668508,174.873783
M41593,Aerial Installed - Enabled,100,98.77314815,100,-37.662713,174.885495
M46402,Aerial Installed - Enabled,100,98.7962963,100,-37.656735,174.940263
M44350,Aerial Installed - Enabled,100,100,100,-37.684271,175.068386
M63893,No Aerial,71.875,67.34953704,69.04761905,-37.678165,174.84974
M44741,Aerial Installed - Enabled,91.66666667,93.29861111,86.50793651,-37.665751,174.868684
M42667,No Aerial,100,100.0115741,100.0496032,-37.671937,175.072718
M52201,Aerial Installed - Enabled,100,100,100,-37.670476,175.072331
M32411,No Aerial,100,100,100,-37.672474,175.075596
M56866,No Aerial,90.625,98.05555556,94.29563492,-37.668187,175.070411
M24500,No Aerial,100,100,100,-37.670731,175.071559
M64959,No Aerial,100,100,100,-37.672544,175.076301
M36994,Aerial Installed - Enabled,85.41666667,73.18287037,72.76785714,-37.67808,174.852902
M44491,No Aerial,100,100,100,-37.57261,175.052032
M37743,No Aerial,100,100.0115741,100,-37.572036,175.052858
M19601,Aerial Installed - Enabled,100,98.81944444,100.0496032,-37.665341,174.891636
M33393,No Aerial,100,100,100,-37.571054,175.052537
M34580,No Aerial,100,100.0115741,100.0496032,-37.571862,175.055376
M63039,Aerial Installed - Enabled,100,100.0231481,100.0496032,-37.566019,175.043926
M33368,No Aerial,100,100.0462963,100.0496032,-37.564706,175.048056
M31665,No Aerial,100,100.0115741,100.0496032,-37.566583,175.046848
M62868,No Aerial,100.3472222,100.0115741,100,-37.565888,175.046973
M56754,No Aerial,98.26388889,99.62962963,99.35515873,-37.565303,175.046776
M34815,No Aerial,100,100.0115741,100,-37.565195,175.047795
M67418,No Aerial,100,100,100,-37.570585,175.052683
M40464,No Aerial,100,100.0231481,100,-37.571386,175.053638
M1028,No Aerial,100,100.0115741,100,-37.569991,175.0519
M46423,No Aerial,100,99.98842593,100,-37.571306,175.05451
M65062,No Aerial,100,100,100,-37.570773,175.052456
M5553,No Aerial,100,100.0462963,100.0992063,-37.570263,175.052308
M50468,No Aerial,100,98.80787037,100,-37.649538,174.942981
M24235,Aerial Installed - Enabled,100,99.94212963,100,-37.673651,175.080142
M31655,No Aerial,100,100,100,-37.672272,175.076435
M23858,Aerial Installed - Enabled,100,98.49537037,100.0992063,-37.654955,174.964911
