,Meter identifier,Aerial_info,dc_day,dc_month,dc_week,latitude,longitude
6617,M2137,Aerial Installed - Enabled,99.65277778,92.22222222,99.75198413,-37.446722,175.1069
6618,M56139,No Aerial,99.65277778,100.0115741,100.0,-37.453167,175.063255
6619,M25342,No Aerial,99.65277778,100.0,99.95039683,-37.455675,175.054602
6620,M48445,Aerial Installed - Enabled,100.0,99.96527778,100.0,-37.372571,175.303391
6623,M23937,No Aerial,100.0,91.86342593,100.0496032,-37.510693,175.350213
6625,M56241,No Aerial,100.0,99.96527778,100.0,-37.370056,175.30196
6626,M1183,No Aerial,100.0,100.0,100.0,-37.674451,175.147615
6627,M17505,No Aerial,100.0,100.0231481,100.0,-37.673865,175.145125
6628,M37380,No Aerial,100.0,100.0347222,100.0,-37.673865,175.145125
6629,M54665,No Aerial,100.0,100.0115741,100.0,-37.673836,175.144875
6630,M22545,No Aerial,100.0,100.0231481,100.0496032,-37.66668,175.140613
6631,M69413,No Aerial,100.0,100.0115741,100.0496032,-37.667045,175.140555
6632,M967,No Aerial,100.0,100.0,100.0,-37.675871,175.154586
6633,M22998,No Aerial,100.0,100.0115741,100.0,-37.666338,175.14155
6635,M68644,No Aerial,100.0,100.4861111,99.8015873,-37.56330029,175.1450951
6636,M53965,No Aerial,100.0,100.0115741,100.0,-37.681646,175.160671
6637,M26767,No Aerial,100.0,99.6875,99.65277778,-37.680538,175.16037
6638,M42402,No Aerial,100.0,99.78009259,99.6031746,-37.681646,175.160671
6639,M58538,No Aerial,100.0,100.0115741,100.0496032,-37.681601,175.160778
6640,M3058,No Aerial,100.0,100.0,100.0,-37.68113,175.161368
6643,M59094,Aerial Installed - Enabled,100.0,99.44444444,97.51984127,-37.467106,175.280217
6644,M35595,No Aerial,100.0,99.39814815,97.37103175,-37.406801,175.225938
6645,M40245,No Aerial,100.0,99.69907407,99.65277778,-37.667405,175.150936
6646,M55511,No Aerial,100.0,100.0,100.0,-37.669391,175.152491
6647,M18365,No Aerial,100.0,97.41898148,100.0,-37.630974,174.968948
6648,M31545,Aerial Installed - Enabled,100.0,100.0115741,100.0,-37.41588,175.1530167
6649,M10560,No Aerial,100.0,100.0115741,100.0,-37.647762,175.159708
6650,M21478,No Aerial,100.0,100.0,100.0,-37.680085,175.137875
6651,M41866,No Aerial,100.0,99.89583333,99.95039683,-37.68088,175.137875
6652,M9328,No Aerial,100.0,100.0115741,100.0,-37.515898,175.370813
6653,M11594,No Aerial,100.0,99.98842593,100.0,-37.550132,175.160176
6654,M45113,No Aerial,100.0,100.0115741,100.0,-37.543983,175.170282
6655,M303,No Aerial,99.30555556,99.60648148,99.4047619,-37.672596,175.145171
6656,M38142,No Aerial,99.65277778,99.67592593,98.95833333,-37.78005997,175.2478959
6657,M37889,No Aerial,100.0,100.0231481,100.0,-37.549838,175.159678
6658,M14489,No Aerial,100.0,100.0,99.95039683,-37.798421,175.121143
6659,M20355,Aerial Installed - Enabled,100.0,100.0,100.0,-37.793273,175.121828
6660,M10621,No Aerial,100.0,100.0,100.0,-37.799826,175.118368
6661,M3924,No Aerial,100.0,100.0347222,100.0,-37.553254,175.402626
6662,M53424,Aerial Installed - Enabled,100.0,99.98842593,100.0,-37.561046,175.39706
6663,M37393,No Aerial,100.0,100.0,100.0,-37.798068,175.245655
6664,M58261,No Aerial,100.0,100.0,100.0,-37.798785,175.239438
6665,M8610,No Aerial,100.0,99.91898148,99.95039683,-37.798471,175.243595
6666,M39003,No Aerial,100.0,100.0,100.0,-37.79872,175.238819
6667,M29596,No Aerial,100.0,100.0115741,100.0,-37.798516,175.244076
6668,M22302,No Aerial,100.0,99.58333333,100.0496032,-37.798038,175.238178
6669,M8200,No Aerial,100.0,100.0,100.0,-37.797984,175.237993
6670,M34236,No Aerial,99.30555556,99.40972222,98.85912698,-37.800476,175.238296
6671,M4260,No Aerial,100.0,100.0462963,100.0496032,-37.798539,175.235459
6672,M42751,No Aerial,100.0,100.0115741,100.0,-37.79823,175.241769
6673,M15782,No Aerial,98.95833333,99.65277778,99.30555556,-37.798425,175.237492
6674,M65207,No Aerial,100.0,98.95833333,99.65277778,-37.795149,175.242294
6675,M66151,No Aerial,100.0,100.0231481,100.0,-37.796272,175.241294
6676,M3586,No Aerial,100.0,99.98842593,100.0,-37.794805,175.242269
6677,M13664,No Aerial,100.0,100.0,100.0,-37.795896,175.242071
6678,M62186,No Aerial,100.0,100.0231481,100.0,-37.795671,175.239936
6679,M17745,No Aerial,100.0,100.0231481,100.0,-37.795162,175.242494
6680,M40756,No Aerial,100.0,100.0,100.0,-37.786201,175.160343
6681,M6634,No Aerial,99.30555556,99.45601852,99.55357143,-37.797779,175.234418
6682,M69128,No Aerial,99.65277778,99.89583333,99.95039683,-37.798602,175.233971
6683,M43530,No Aerial,100.0,100.0231481,100.0,-37.791586,175.156015
6684,M54032,No Aerial,100.0,100.0115741,100.0,-37.790362,175.236438
6685,M31911,No Aerial,100.0,100.0,100.0,-37.791507,175.236424
6686,M36820,No Aerial,100.0,100.0115741,100.0,-37.790003,175.236886
6687,M63209,No Aerial,100.0,99.96527778,100.0,-37.800197,175.242782
6688,M46478,No Aerial,100.0,100.3009259,100.5456349,-37.797597,175.237768
6689,M51731,No Aerial,100.0,99.43287037,99.70238095,-37.797667,175.237367
6690,M22727,No Aerial,100.0,100.0,100.0,-37.797641,175.237566
6691,M21793,No Aerial,99.65277778,99.65277778,99.8015873,-37.79751,175.238219
6692,M25773,No Aerial,100.0,99.50231481,99.75198413,-37.797765,175.237452
6693,M28869,No Aerial,100.0,100.0694444,100.1488095,-37.797738,175.237631
6694,M6152,No Aerial,100.0,100.0115741,100.0,-37.798854,175.238761
6695,M60547,No Aerial,100.0,99.43287037,100.1488095,-37.798657,175.239368
6696,M19888,No Aerial,100.0,100.0,100.0,-37.79525,175.243623
6697,M65379,No Aerial,100.0,100.0,100.0,-37.795185,175.242987
6698,M18088,No Aerial,100.0,100.0231481,100.0,-37.795234,175.2443
6699,M3131,No Aerial,100.0,100.0347222,100.0,-37.796002,175.244278
6700,M9192,No Aerial,100.0,100.0115741,100.0,-37.795209,175.244527
6701,M16146,No Aerial,100.0,99.98842593,100.0,-37.802969,175.239303
6702,M51256,No Aerial,100.0,99.96527778,99.95039683,-37.801597,175.240807
6703,M11508,No Aerial,100.0,100.0,100.0,-37.80263,175.238674
6704,M47329,No Aerial,100.0,100.0,100.0,-37.800088,175.236532
6705,M37108,No Aerial,100.0,100.0115741,100.0496032,-37.79548,175.242817
6706,M2163,No Aerial,100.0,100.0,100.0,-37.799748,175.234833
6707,M33693,No Aerial,100.0,100.0231481,100.0496032,-37.4037785,175.146663
6708,M10298,No Aerial,100.0,100.0115741,100.0496032,-37.794867,175.243052
6709,M38784,No Aerial,100.0,100.0,100.0,-37.800274,175.235987
6710,M30220,No Aerial,99.30555556,99.51388889,99.45436508,-37.798613,175.23635
6711,M35480,No Aerial,95.13888889,97.71990741,94.79166667,-37.801811,175.133431
6712,M46185,No Aerial,100.0,99.96527778,99.8015873,-37.808391,175.131876
6713,M55559,No Aerial,100.0,100.0,100.0,-37.797898,175.243406
6714,M45103,No Aerial,100.0,100.0,100.0,-37.795978,175.153747
6715,M56936,No Aerial,100.0,100.0231481,100.0496032,-37.80474,175.195739
6716,M3897,No Aerial,100.0,100.0,100.0,-37.806137,175.198745
6717,M56499,No Aerial,100.0,100.0,100.0,-37.801296,175.236358
6718,M591,No Aerial,100.0,100.0,100.0,-37.79536,175.239445
6719,M68426,No Aerial,100.0,100.0231481,100.0,-37.790684,175.236922
6720,M24533,No Aerial,100.0,100.0,100.0,-37.7911,175.236802
6721,M18231,No Aerial,100.0,100.0,100.0,-37.795754,175.239364
6722,M14467,No Aerial,100.0,100.0,100.0496032,-37.795606,175.239312
6723,M49396,No Aerial,100.0,100.0,100.0,-37.797641,175.23359
6724,M12560,No Aerial,99.30555556,99.6875,99.65277778,-37.797823,175.235782
6725,M64567,No Aerial,100.0,100.0115741,100.0496032,-37.797361,175.234169
6726,M44271,No Aerial,100.0,100.0231481,100.0,-37.795254,175.239431
6727,M28243,No Aerial,100.0,99.98842593,100.0,-37.614883,175.187471
6728,M16125,No Aerial,100.0,99.98842593,100.0,-37.427688,175.13131
6729,M11105,No Aerial,100.0,100.0,99.95039683,-37.429785,175.134378
6730,M41784,No Aerial,100.0,100.0231481,100.0,-37.429668,175.134941
6731,M22784,No Aerial,100.0,100.0231481,99.95039683,-37.430256,175.133791
6732,M64582,No Aerial,100.0,99.97685185,100.0,-37.673926,175.146953
6733,M2628,No Aerial,100.0,100.0231481,100.0,-37.679256,175.161728
6734,M36835,No Aerial,100.0,99.89583333,100.0496032,-37.677365,175.157367
6735,M16162,No Aerial,99.65277778,98.94675926,99.4047619,-37.67696,175.156759
6736,M39998,No Aerial,100.0,100.0462963,100.0,-37.676953,175.156703
6737,M42548,No Aerial,100.0,100.0462963,100.0,-37.67698,175.157536
6738,M67606,No Aerial,100.0,100.0462963,99.95039683,-37.677235,175.157703
6740,M26142,No Aerial,100.0,91.37731481,62.99603175,-37.673189,175.155825
6741,M32515,No Aerial,100.0,100.0231481,99.95039683,-37.673137,175.155966
6742,M37448,No Aerial,100.0,100.0,100.0,-37.673073,175.156096
6743,M21259,No Aerial,100.0,99.98842593,100.0,-37.672986,175.156008
6744,M36830,No Aerial,100.0,100.0115741,99.95039683,-37.678455,175.15735
6745,M52155,No Aerial,100.0,100.0115741,100.0,-37.679003,175.156561
6746,M33804,No Aerial,100.0,100.0,100.0,-37.678455,175.15735
6747,M33921,No Aerial,100.0,100.0115741,100.0,-37.679049,175.157683
6748,M40442,No Aerial,100.0,100.0,100.0,-37.678455,175.15735
6749,M40698,No Aerial,100.0,100.0347222,100.0496032,-37.678455,175.15735
6750,M6046,No Aerial,100.0,100.0,100.0,-37.672136,175.076105
6751,M64809,No Aerial,100.0,99.98842593,100.0496032,-37.673333,175.147588
6752,M18161,No Aerial,99.65277778,100.0462963,100.0,-37.67296,175.140378
6753,M24927,No Aerial,100.0,100.0115741,100.0,-37.675226,175.141586
6754,M60276,No Aerial,100.0,100.0231481,100.0,-37.67327,175.140641
6755,M24887,No Aerial,100.0,100.0,100.0,-37.673287,175.140673
6756,M55744,No Aerial,100.0,100.0,99.95039683,-37.672309,175.140458
6757,M38736,No Aerial,100.0,99.97685185,100.0,-37.678491,175.157443
6758,M25303,No Aerial,100.0,100.0,99.95039683,-37.678455,175.15735
6759,M60388,No Aerial,100.0,100.0115741,100.0,-37.678866,175.157268
6760,M2377,No Aerial,100.0,100.0115741,99.95039683,-37.678106,175.157581
6761,M8908,No Aerial,100.0,100.0,100.0,-37.677142,175.157099
6762,M58409,No Aerial,100.0,99.98842593,100.0,-37.661281,175.143526
6763,M28752,No Aerial,100.0,100.0,100.0,-37.661808,175.143886
6764,M29887,No Aerial,100.0,100.0,100.0496032,-37.66273,175.14331
6765,M554,No Aerial,100.0,99.93055556,100.0,-37.663013,175.143666
6766,M44421,No Aerial,100.0,100.0115741,100.0,-37.661946,175.143456
6767,M30086,No Aerial,100.0,100.0115741,100.0,-37.6612,175.143657
6768,M33168,No Aerial,100.0,99.9537037,100.0,-37.66193,175.143085
6769,M8004,No Aerial,100.0,100.0,99.95039683,-37.662616,175.143141
6770,M2499,No Aerial,100.0,100.0231481,99.90079365,-37.662708,175.142953
6771,M53500,No Aerial,100.0,100.0347222,100.0,-37.662708,175.142953
6772,M41732,No Aerial,100.0,100.0462963,99.95039683,-37.662536,175.143071
6773,M32884,No Aerial,100.0,99.98842593,100.0,-37.662171,175.143238
6774,M56142,No Aerial,100.0,100.0231481,100.0496032,-37.671278,175.148592
6775,M30280,No Aerial,100.0,100.0231481,100.0,-37.66971,175.143528
6776,M47605,No Aerial,100.0,99.98842593,99.95039683,-37.669109,175.143554
6777,M1240,No Aerial,100.0,99.98842593,99.95039683,-37.488296,175.156738
6778,M12637,No Aerial,100.0,100.0115741,100.0,-37.669065,175.143608
6779,M65178,No Aerial,100.0,100.0462963,100.0496032,-37.67059,175.148398
6780,M51511,No Aerial,100.0,100.0115741,99.95039683,-37.663125,175.14335
6781,M35575,No Aerial,100.0,99.97685185,99.95039683,-37.671123,175.141548
6782,M7891,No Aerial,100.0,100.0,100.0,-37.663208,175.14375
6783,M5187,No Aerial,100.0,99.98842593,100.0,-37.663085,175.143336
6784,M29159,No Aerial,100.0,100.0231481,100.0,-37.663603,175.14321
6785,M16933,No Aerial,100.0,100.0,100.0,-37.671436,175.141718
6786,M20919,No Aerial,100.0,100.0115741,100.0,-37.671165,175.147813
6787,M66463,No Aerial,100.0,99.98842593,99.90079365,-37.671165,175.147813
6788,M12203,No Aerial,100.0,100.0347222,100.0,-37.671165,175.147813
6789,M25882,No Aerial,100.0,99.98842593,99.95039683,-37.674174,175.149515
6790,M1847,No Aerial,100.0,100.0231481,100.0,-37.671043,175.148253
6791,M13798,No Aerial,100.0,100.0462963,100.0496032,-37.672263,175.142016
6792,M60208,No Aerial,100.0,100.0231481,100.0,-37.68081,175.160858
6793,M13846,No Aerial,100.0,96.5625,100.0496032,-37.67967,175.160641
6794,M60250,No Aerial,100.0,100.0347222,100.0496032,-37.67912,175.160433
6795,M13745,No Aerial,100.0,100.0231481,100.0496032,-37.678718,175.160551
6796,M12507,No Aerial,100.0,100.0115741,100.0,-37.679918,175.159855
6797,M53925,No Aerial,100.0,100.0,100.0,-37.669716,175.139091
6798,M58180,No Aerial,100.0,99.52546296,100.0,-37.672026,175.140646
6799,M17361,No Aerial,100.0,100.0462963,100.0,-37.669231,175.139868
6800,M30431,No Aerial,100.0,100.0347222,100.0,-37.668841,175.140188
6801,M9637,No Aerial,100.0,100.0115741,100.0,-37.669698,175.138833
6802,M2969,No Aerial,100.0,99.97685185,100.0,-37.583553,175.153602
6803,M34688,No Aerial,100.0,100.0231481,99.90079365,-37.67435,175.142011
6804,M15378,No Aerial,100.0,99.69907407,100.0496032,-37.674111,175.14229
6805,M24474,No Aerial,100.0,100.0,99.95039683,-37.66577,175.144963
6806,M36101,No Aerial,100.0,100.0462963,100.0,-37.666678,175.14509
6807,M13309,No Aerial,100.0,100.0,100.0496032,-37.680801,175.161176
6808,M40541,No Aerial,100.0,99.98842593,100.0,-37.680538,175.16037
6809,M25365,No Aerial,100.0,100.0115741,100.0,-37.681168,175.162833
6810,M18085,No Aerial,100.0,99.98842593,100.0,-37.680971,175.162571
6811,M30728,No Aerial,100.0,100.0115741,100.0,-37.680095,175.162665
6812,M10892,No Aerial,100.0,100.0115741,100.0,-37.67943,175.161991
6813,M11024,No Aerial,100.0,100.0,100.0,-37.679836,175.161395
6814,M41896,No Aerial,100.0,100.0115741,100.0,-37.679663,175.161813
6815,M23359,No Aerial,100.0,99.97685185,100.0,-37.67982,175.161953
6816,M24809,No Aerial,100.0,99.98842593,100.0,-37.680095,175.162665
6817,M8542,No Aerial,100.0,100.0231481,100.0,-37.679508,175.160628
6818,M16073,No Aerial,100.0,100.0,99.95039683,-37.679723,175.161256
6819,M29828,No Aerial,100.0,100.0,100.0,-37.611226,175.030205
6820,M4225,No Aerial,100.0,99.96527778,99.95039683,-37.405148,175.135376
6821,M44720,No Aerial,99.65277778,100.0115741,100.0,-37.679533,175.161108
6822,M36398,No Aerial,100.0,100.0347222,100.0992063,-37.679723,175.161256
6823,M57245,No Aerial,100.0,100.0231481,100.0496032,-37.668075,175.143801
6824,M69992,No Aerial,100.0,100.0231481,100.0,-37.667433,175.14449
6825,M66255,No Aerial,100.0,99.67592593,99.95039683,-37.665642,175.145085
6826,M49377,No Aerial,100.0,100.0115741,100.0,-37.673606,175.146804
6827,M16604,No Aerial,100.0,100.0,99.95039683,-37.673686,175.146842
6828,M4343,No Aerial,99.65277778,100.0231481,99.95039683,-37.667221,175.14472
6829,M10240,No Aerial,100.0,99.81481481,100.0,-37.673893,175.145734
6830,M41567,No Aerial,100.0,100.0462963,100.0496032,-37.673954,175.146067
6831,M8860,No Aerial,100.0,99.98842593,99.95039683,-37.674268,175.145344
6832,M39773,No Aerial,100.0,100.0115741,100.0,-37.674292,175.145094
6833,M62568,No Aerial,100.0,99.9537037,100.0,-37.674057,175.145821
6834,M63986,No Aerial,100.0,100.0115741,100.0496032,-37.677457,175.158097
6835,M67672,No Aerial,100.0,100.0231481,99.95039683,-37.674791,175.142953
6836,M7080,No Aerial,100.0,100.0347222,100.0496032,-37.409802,175.069374
6837,M9827,No Aerial,100.0,100.0115741,100.0,-37.673466,175.14888
6838,M53845,No Aerial,100.0,100.0115741,100.0,-37.675448,175.143145
6839,M5947,No Aerial,100.0,99.86111111,100.0,-37.674795,175.144638
6840,M526,No Aerial,100.0,99.93055556,100.0496032,-37.675682,175.143464
6841,M49860,No Aerial,100.0,100.0231481,100.0496032,-37.67523,175.144349
6842,M17855,No Aerial,100.0,99.98842593,100.0,-37.674647,175.144234
6843,M41326,No Aerial,100.0,100.0231481,100.0496032,-37.675556,175.144514
6844,M27864,No Aerial,99.65277778,100.0,99.95039683,-37.673951,175.147326
6845,M54464,No Aerial,100.0,100.0115741,100.0,-37.679739,175.161949
6846,M56118,No Aerial,100.0,100.0231481,99.95039683,-37.6748,175.144922
6847,M12050,No Aerial,100.0,99.74537037,100.0,-37.674108,175.147523
6848,M31237,No Aerial,100.0,99.98842593,100.0,-37.67522,175.152948
6849,M13193,No Aerial,100.0,100.0115741,100.0,-37.680202,175.161384
6850,M941,No Aerial,100.0,99.96527778,100.0,-37.562439,175.163162
6851,M43423,No Aerial,100.0,100.0,99.95039683,-37.401043,175.14744
6852,M43210,No Aerial,100.0,99.98842593,100.0,-37.562501,175.163355
6853,M21156,No Aerial,100.0,100.0462963,100.0,-37.401223,175.147595
6854,M34268,No Aerial,100.0,100.0,100.0,-37.40115,175.148555
6855,M5594,No Aerial,100.0,100.0,100.0,-37.400933,175.14748
6856,M20524,No Aerial,100.0,100.0115741,100.0,-37.670504,175.141487
6857,M65031,No Aerial,100.0,100.0,100.0,-37.669173,175.142933
6858,M35064,No Aerial,100.0,100.0115741,100.0,-37.66897,175.142621
6859,M28157,No Aerial,100.0,99.98842593,99.95039683,-37.665911,175.14503
6860,M67049,No Aerial,100.0,100.0,100.0,-37.668037,175.145472
6861,M48374,No Aerial,100.0,100.0,100.0,-37.799637,175.243
6862,M941,No Aerial,99.30555556,99.00462963,99.05753968,-37.799029,175.238757
6863,M66900,No Aerial,100.0,100.0231481,100.0,-37.799004,175.239154
6864,M51967,No Aerial,99.65277778,99.90740741,100.0992063,-37.799533,175.239133
6865,M33814,No Aerial,100.0,100.0347222,100.0496032,-37.799515,175.244165
6866,M28846,No Aerial,100.0,100.0115741,100.0496032,-37.797366,175.238634
6867,M51779,No Aerial,100.0,100.0,100.0,-37.664277,175.148024
6868,M38144,No Aerial,100.0,100.0,100.0,-37.614829,175.188654
6869,M39577,No Aerial,100.0,100.0,100.0,-37.667384,175.144502
6870,M51622,No Aerial,100.0,99.96527778,100.0,-37.371893,175.266943
6871,M655,No Aerial,100.0,100.0,100.0,-37.60918,175.195621
6872,M2368,No Aerial,100.0,100.0,100.0,-37.545006,175.242125
6873,M47691,No Aerial,100.0,100.0,100.0,-37.555581,175.24281
6874,M42889,No Aerial,100.0,100.0462963,100.0496032,-37.567634,175.237056
6875,M20830,No Aerial,100.0,100.0115741,100.0,-37.795163,175.239078
6876,M65598,No Aerial,100.0,98.7962963,100.0,-37.536923,175.24505
6877,M26342,No Aerial,100.0,100.0231481,100.0,-37.515078,175.007646
6878,M62467,No Aerial,100.0,100.0115741,100.0496032,-37.559045,175.150111
6879,M15438,No Aerial,100.0,99.6875,99.65277778,-37.665796,175.149303
6880,M14255,No Aerial,100.0,99.80324074,99.85119048,-37.566373,175.159405
6881,M13771,No Aerial,100.0,100.0115741,100.0,-37.604548,175.164201
6882,M64975,No Aerial,100.0,100.0231481,100.0,-37.615241,175.118567
6883,M13132,No Aerial,100.0,100.0115741,100.0,-37.565843,175.16381
6884,M41843,No Aerial,100.0,100.0115741,100.0496032,-37.511422,175.177534
6885,M12383,No Aerial,100.0,100.0115741,100.0,-37.483193,175.234141
6886,M55619,No Aerial,100.0,100.0115741,100.0,-37.413371,175.150916
6887,M63073,No Aerial,100.0,99.98842593,100.0,-37.413167,175.151731
6888,M1659,No Aerial,100.0,100.0,100.0,-37.542425,175.162764
6889,M4728,No Aerial,100.0,99.98842593,100.0,-37.407533,175.131985
6890,M2775,No Aerial,100.0,100.0,100.0,-37.61284667,175.1885146
6891,M22331,No Aerial,100.0,99.97685185,100.0,-37.4153828,175.1517733
6892,M24143,No Aerial,100.0,100.0462963,100.0,-37.682339,175.131331
6893,M42836,No Aerial,100.0,100.0115741,100.0,-37.414385,175.148606
6894,M48954,No Aerial,100.0,99.98842593,99.95039683,-37.55608,175.151067
6895,M61955,No Aerial,100.0,99.98842593,100.0,-37.413666,175.151123
6896,M6762,No Aerial,100.0,100.0231481,100.0,-37.670625,175.144617
6897,M28922,No Aerial,100.0,99.97685185,100.0496032,-37.413945,175.1509133
6898,M59164,No Aerial,100.0,100.0462963,100.0,-37.7992032,175.2369668
6899,M39995,No Aerial,100.0,100.0115741,100.0,-37.78098729,175.2450939
6900,M55110,No Aerial,97.22222222,97.1412037,96.37896825,-37.78098293,175.2460647
6901,M44373,No Aerial,100.0,99.97685185,100.0,-37.78056265,175.2452461
6902,M68371,No Aerial,100.0,100.0231481,100.0,-37.67138107,175.1463958
6903,M54572,No Aerial,94.44444444,97.30324074,95.78373016,-37.7810288,175.2417444
6904,M20277,No Aerial,99.30555556,99.21296296,98.80952381,-37.78147046,175.2472009
6905,M58467,No Aerial,98.95833333,99.47916667,99.45436508,-37.78091022,175.2478345
6906,M13624,No Aerial,100.0,98.92361111,100.0,-37.78055363,175.2428102
6907,M37216,No Aerial,100.0,99.97685185,99.90079365,-37.78155473,175.2474867
